iter	RMSE
500	0.05662949115
501	0.05654515981
502	0.05650338622
503	0.05640938194
504	0.05631674651
505	0.05617072473
506	0.05613177668
507	0.05597770446
508	0.05587592996
509	0.0557575245
510	0.0556310984
511	0.055508054
512	0.05549470187
513	0.05537828831
514	0.05527789722
515	0.05521164706
516	0.05510115366
517	0.05497689713
518	0.05488556997
519	0.05474032163
520	0.05461883578
521	0.05445563723
522	0.05435993676
523	0.05434093253
524	0.05419527107
525	0.05408043988
526	0.05399252078
527	0.05391684408
528	0.05387275487
529	0.05374386055
530	0.05367654262
531	0.05361269762
532	0.05353748472
533	0.05345940977
534	0.05338050785
535	0.05329263734
536	0.05318206556
537	0.05306139145
538	0.05300637874
539	0.05296452823
540	0.05286693032
541	0.05277626738
542	0.05276629555
543	0.05269180515
544	0.05255318154
545	0.05246536951
546	0.05239747145
547	0.05238906567
548	0.05233920291
549	0.0522915725
550	0.0521538184
551	0.05209517892
552	0.05197448284
553	0.05190361463
554	0.05172739658
555	0.05165562955
556	0.05153911038
557	0.05140387139
558	0.05132434373
559	0.05123715317
560	0.05110847858
561	0.05101504901
562	0.05092149782
563	0.05080360127
564	0.05070625057
565	0.05056381298
566	0.05048761807
567	0.05041399582
568	0.05032963588
569	0.05021927258
570	0.05011859091
571	0.05006646618
572	0.04997508956
573	0.04990931348
574	0.04984532045
575	0.04975761497
576	0.04962104977
577	0.04952141358
578	0.04942552614
579	0.04930674632
580	0.04919143971
581	0.04918063267
582	0.04917225536
583	0.04909626376
584	0.04899337654
585	0.04889949786
586	0.04888432126
587	0.04876394997
588	0.0486553227
589	0.04858605825
590	0.0485150453
591	0.04842279127
592	0.04835971915
593	0.04828635455
594	0.04819216591
595	0.04808499938
596	0.04801577977
597	0.04794057372
598	0.04787827703
599	0.04779648921
600	0.04770974603
601	0.04761621215
602	0.04756598688
603	0.04754709132
604	0.04751128488
605	0.04744573055
606	0.0473762263
607	0.04725044891
608	0.04719817818
609	0.04710152416
610	0.04709406362
611	0.04707564998
612	0.04701876881
613	0.04698838282
614	0.04690086538
615	0.0468935866
616	0.04679625065
617	0.04675033267
618	0.04664763896
619	0.04658103282
620	0.04650726872
621	0.04642864819
622	0.04637367788
623	0.04626657097
624	0.04618461535
625	0.04613101715
626	0.04607019695
627	0.04600226773
628	0.04595437079
629	0.0458495194
630	0.04571679467
631	0.04565262982
632	0.04552286466
633	0.04548273473
634	0.04542718507
635	0.04534526299
636	0.04528380681
637	0.04520539555
638	0.04511588415
639	0.0450620949
640	0.04498541278
641	0.04487381642
642	0.04480709865
643	0.04471588177
644	0.04464192012
645	0.04460637775
646	0.04453936281
647	0.04444647911
648	0.04438693341
649	0.04433799717
650	0.04426162829
651	0.04419906967
652	0.04411625865
653	0.04401681202
654	0.0439533108
655	0.04390415757
656	0.04384428019
657	0.04379499057
658	0.04378779664
659	0.04370749013
660	0.04364765286
661	0.04360654516
662	0.04353725396
663	0.04341826133
664	0.04336436523
665	0.04329625473
666	0.04320168737
667	0.04312036595
668	0.04306296373
669	0.04300300848
670	0.04290571142
671	0.04286334414
672	0.04278837333
673	0.04268952972
674	0.0425978741
675	0.04252352733
676	0.04243282247
677	0.04234205839
678	0.04226419174
679	0.0422212308
680	0.04217919077
681	0.04215656882
682	0.04209683411
683	0.04201386646
684	0.04192392984
685	0.04186245676
686	0.04179684042
687	0.0417171733
688	0.04164242906
689	0.04155385288
690	0.04150473997
691	0.04146934998
692	0.04138366592
693	0.04130703719
694	0.04129914477
695	0.04123357579
696	0.04120706975
697	0.04110852023
698	0.04102742815
699	0.0409258303
700	0.04083571474
701	0.04076090893
702	0.04074852911
703	0.04065987951
704	0.04064651143
705	0.04061085111
706	0.0404933103
707	0.04043903507
708	0.0403872626
709	0.04032781645
710	0.04029310763
711	0.04020925458
712	0.04013741315
713	0.0400755868
714	0.03998771809
715	0.03993424451
716	0.03990068064
717	0.0398218402
718	0.03976898069
719	0.03969653752
720	0.03960606327
721	0.03957177363
722	0.03952600442
723	0.03945591347
724	0.03945018325
725	0.03937844312
726	0.03932709194
727	0.03927217848
728	0.03921154288
729	0.03916129895
730	0.03903978328
731	0.03896539726
732	0.03893122401
733	0.03885384831
734	0.03879433182
735	0.03875587487
736	0.03868524608
737	0.03863989319
738	0.03857045098
739	0.03853758723
740	0.03845905427
741	0.03834989856
742	0.03825903755
743	0.0382531945
744	0.03820003399
745	0.03816776151
746	0.0381228223
747	0.03805803324
748	0.03797639154
749	0.0379280129
750	0.03787843571
751	0.03783818814
752	0.03780412323
753	0.03777564974
754	0.03773526415
755	0.03767573253
756	0.03763836791
757	0.03758744782
758	0.03755566381
759	0.03743657201
760	0.03738371239
761	0.03733103968
762	0.03729009335
763	0.03724984687
764	0.03719905845
765	0.03716829498
766	0.03714172402
767	0.03706883432
768	0.03701873663
769	0.03701392507
770	0.03694258621
771	0.03689239684
772	0.03683939829
773	0.03681346835
774	0.03680853781
775	0.03678493343
776	0.03672662045
777	0.03666519663
778	0.03658208434
779	0.03652123604
780	0.0364856159
781	0.03647063419
782	0.03641098019
783	0.03638926405
784	0.03632413579
785	0.03624932027
786	0.03615730928
787	0.03614128226
788	0.0360649845
789	0.03602300934
790	0.03592624923
791	0.03585077116
792	0.03584585064
793	0.03576784454
794	0.03572933919
795	0.03567140962
796	0.03563398738
797	0.03560598951
798	0.03553698044
799	0.03547166016
800	0.03539611404
801	0.03533071646
802	0.03529383463
803	0.03522521375
804	0.03518248458
805	0.03513007286
806	0.03511560382
807	0.0350502203
808	0.03497143684
809	0.03491292126
810	0.03488698524
811	0.03486670449
812	0.03481812923
813	0.03475989862
814	0.03471424852
815	0.03466281054
816	0.03465791077
817	0.03461260646
818	0.0345272559
819	0.03447168381
820	0.03440844251
821	0.03438293213
822	0.03432888761
823	0.03427214324
824	0.03425219243
825	0.03423041288
826	0.03417202225
827	0.03413380459
828	0.03412105016
829	0.0341168832
830	0.03409016483
831	0.03401429146
832	0.03397662376
833	0.03397251313
834	0.03388805381
835	0.03378237042
836	0.03374355078
837	0.0336578287
838	0.03365380283
839	0.03364421956
840	0.03358604084
841	0.03352206069
842	0.03351829365
843	0.03349602778
844	0.03345241022
845	0.03340878562
846	0.03339233679
847	0.03338793855
848	0.03333737192
849	0.0333338291
850	0.03331356063
851	0.03327260018
852	0.03322443732
853	0.03320853562
854	0.03316545459
855	0.03310215778
856	0.03305110638
857	0.03297961439
858	0.03291096774
859	0.03290711839
860	0.0328513941
861	0.03279811969
862	0.03278900427
863	0.03274370683
864	0.03272347849
865	0.03271144923
866	0.03268678719
867	0.03263413358
868	0.03256835248
869	0.03249891897
870	0.03246031235
871	0.03238871989
872	0.0323541032
873	0.032273098
874	0.03222512537
875	0.03217359276
876	0.03214795723
877	0.03214450355
878	0.03212388327
879	0.03207746316
880	0.03201556762
881	0.03199459577
882	0.03194197134
883	0.03190295587
884	0.03183854993
885	0.03183526346
886	0.03175391768
887	0.03171067203
888	0.03165084973
889	0.03162701406
890	0.03156583625
891	0.03154287054
892	0.03149391718
893	0.03149091349
894	0.03144240418
895	0.03141770983
896	0.03141346122
897	0.03135116212
898	0.0313059464
899	0.03125290414
900	0.03119741403
901	0.03119499278
902	0.03118688556
903	0.03118397951
904	0.03114143587
905	0.03109999321
906	0.03106441301
907	0.03103642682
908	0.03097049201
909	0.03093043396
910	0.03086381929
911	0.03082396611
912	0.03077293875
913	0.03075925042
914	0.03072804331
915	0.03068516802
916	0.03068102968
917	0.0306585646
918	0.03061472414
919	0.03057868788
920	0.03057544926
921	0.03050886161
922	0.03042933123
923	0.03039208731
924	0.03033299311
925	0.03031189464
926	0.03023995338
927	0.0301838347
928	0.03013367653
929	0.03010096705
930	0.03009761375
931	0.03004588204
932	0.02996614563
933	0.02995321473
934	0.02991318099
935	0.0298671602
936	0.02981132414
937	0.02975232961
938	0.02970885959
939	0.02967351705
940	0.02963474223
941	0.02960160719
942	0.02959704504
943	0.02956860344
944	0.02954800411
945	0.02949427959
946	0.02946570531
947	0.02941380425
948	0.02936206262
949	0.02930582802
950	0.02927749743
951	0.02921545263
952	0.02920892555
953	0.02919201615
954	0.02912823307
955	0.02906570989
956	0.02899644949
957	0.02899397992
958	0.02895940849
959	0.02891023187
960	0.02883567465
961	0.0288327862
962	0.0288305663
963	0.02878225219
964	0.0287529535
965	0.02874432984
966	0.02871676433
967	0.02866463588
968	0.02865027569
969	0.02860916599
970	0.02856662441
971	0.02854541014
972	0.02848409638
973	0.028440814
974	0.02840873575
975	0.02837374817
976	0.02831888086
977	0.02828713382
978	0.02825050956
979	0.02819064607
980	0.02815128226
981	0.02808832251
982	0.0280385577
983	0.02800281601
984	0.02797643922
985	0.02797380418
986	0.02797018095
987	0.02792909577
988	0.02790333674
989	0.02786432048
990	0.02782772839
991	0.02780409865
992	0.02777553756
993	0.02771882736
994	0.02769279734
995	0.02769043818
996	0.02763172709
997	0.02758661751
998	0.02755496275
999	0.02750275599
